[16:19:47] INIT_CARD result=1 cards=1
[16:19:48] DISABLED_Z_HARD_LIMIT
[16:19:48] RESET_Z_AXIS
[16:19:53] MOVE_XY 32767 32767 SPEED=1000
[16:21:12] MOVE_XY 30013 30500 SPEED=1000000
[16:21:12] MOVE_XY 29976 30500 SPEED=1000000
[16:21:12] MOVE_XY 29938 30500 SPEED=1000000
[16:21:12] MOVE_XY 29901 30500 SPEED=1000000
[16:21:12] MOVE_XY 29863 30500 SPEED=1000000
[16:21:12] MOVE_XY 29826 30500 SPEED=1000000
[16:21:12] MOVE_XY 29788 30500 SPEED=1000000
[16:21:12] MOVE_XY 29750 30500 SPEED=1000000
[16:21:12] MOVE_XY 29713 30500 SPEED=1000000
[16:21:12] MOVE_XY 29675 30500 SPEED=1000000
[16:21:12] MOVE_XY 29638 30500 SPEED=1000000
[16:21:12] MOVE_XY 29600 30500 SPEED=1000000
[16:21:12] MOVE_XY 29563 30500 SPEED=1000000
[16:21:12] MOVE_XY 29525 30500 SPEED=1000000
[16:21:12] MOVE_XY 29488 30500 SPEED=1000000
[16:21:12] MOVE_XY 29450 30500 SPEED=1000000
[16:21:12] MOVE_XY 29413 30500 SPEED=1000000
[16:21:12] MOVE_XY 29375 30500 SPEED=1000000
[16:21:12] MOVE_XY 29338 30500 SPEED=1000000
[16:21:12] MOVE_XY 29300 30500 SPEED=1000000
[16:21:12] MOVE_XY 29262 30500 SPEED=1000000
[16:21:12] MOVE_XY 29225 30500 SPEED=1000000
[16:21:12] MOVE_XY 29187 30500 SPEED=1000000
[16:21:12] MOVE_XY 29150 30500 SPEED=1000000
[16:21:12] MOVE_XY 29112 30500 SPEED=1000000
[16:21:12] MOVE_XY 29075 30500 SPEED=1000000
[16:21:12] MOVE_XY 29037 30500 SPEED=1000000
[16:21:12] MOVE_XY 29000 30500 SPEED=1000000
[16:21:12] MOVE_XY 28962 30500 SPEED=1000000
[16:21:12] MOVE_XY 28925 30500 SPEED=1000000
[16:21:12] MOVE_XY 28887 30500 SPEED=1000000
[16:21:12] MOVE_XY 28850 30500 SPEED=1000000
[16:21:12] MOVE_XY 28812 30500 SPEED=1000000
[16:21:12] MOVE_XY 28775 30500 SPEED=1000000
[16:21:12] MOVE_XY 28737 30500 SPEED=1000000
[16:21:12] MOVE_XY 28699 30500 SPEED=1000000
[16:21:12] MOVE_XY 28662 30500 SPEED=1000000
[16:21:12] MOVE_XY 28624 30500 SPEED=1000000
[16:21:12] MOVE_XY 28587 30500 SPEED=1000000
[16:21:12] MOVE_XY 28549 30500 SPEED=1000000
[16:21:12] MOVE_XY 28512 30500 SPEED=1000000
[16:21:12] MOVE_XY 28474 30500 SPEED=1000000
[16:21:12] MOVE_XY 28437 30500 SPEED=1000000
[16:21:12] MOVE_XY 28399 30500 SPEED=1000000
[16:21:12] MOVE_XY 28362 30500 SPEED=1000000
[16:21:12] MOVE_XY 28324 30500 SPEED=1000000
[16:21:12] MOVE_XY 28287 30500 SPEED=1000000
[16:21:12] MOVE_XY 28249 30500 SPEED=1000000
[16:21:12] MOVE_XY 28211 30500 SPEED=1000000
[16:21:12] MOVE_XY 28174 30500 SPEED=1000000
[16:21:12] MOVE_XY 28136 30500 SPEED=1000000
[16:21:12] MOVE_XY 28099 30500 SPEED=1000000
[16:21:12] MOVE_XY 28061 30500 SPEED=1000000
[16:21:12] MOVE_XY 28024 30500 SPEED=1000000
[16:21:12] MOVE_XY 27986 30500 SPEED=1000000
[16:21:12] MOVE_XY 27949 30500 SPEED=1000000
[16:21:12] MOVE_XY 27911 30500 SPEED=1000000
[16:21:12] MOVE_XY 27874 30500 SPEED=1000000
[16:21:12] MOVE_XY 27836 30500 SPEED=1000000
[16:21:12] MOVE_XY 27799 30500 SPEED=1000000
[16:21:12] MOVE_XY 27761 30500 SPEED=1000000
[16:21:12] MOVE_XY 27723 30500 SPEED=1000000
[16:21:12] MOVE_XY 27686 30500 SPEED=1000000
[16:21:12] MOVE_XY 27648 30500 SPEED=1000000
[16:21:12] MOVE_XY 27611 30500 SPEED=1000000
[16:21:12] MOVE_XY 27573 30500 SPEED=1000000
[16:21:12] MOVE_XY 27536 30500 SPEED=1000000
[16:21:12] MOVE_XY 27498 30500 SPEED=1000000
[16:21:12] MOVE_XY 27461 30500 SPEED=1000000
[16:21:12] MOVE_XY 27423 30500 SPEED=1000000
[16:21:12] MOVE_XY 27386 30500 SPEED=1000000
[16:21:12] MOVE_XY 27348 30500 SPEED=1000000
[16:21:12] MOVE_XY 27311 30500 SPEED=1000000
[16:21:12] MOVE_XY 27273 30500 SPEED=1000000
[16:21:12] MOVE_XY 27236 30500 SPEED=1000000
[16:21:12] MOVE_XY 27198 30500 SPEED=1000000
[16:21:12] MOVE_XY 27160 30500 SPEED=1000000
[16:21:12] MOVE_XY 27123 30500 SPEED=1000000
[16:21:12] MOVE_XY 27085 30500 SPEED=1000000
[16:21:12] MOVE_XY 27048 30500 SPEED=1000000
[16:21:12] MOVE_XY 27010 30500 SPEED=1000000
[16:21:12] MOVE_XY 26973 30500 SPEED=1000000
[16:21:12] MOVE_XY 26935 30500 SPEED=1000000
[16:21:12] MOVE_XY 26898 30500 SPEED=1000000
[16:21:12] MOVE_XY 26860 30500 SPEED=1000000
[16:21:12] MOVE_XY 26823 30500 SPEED=1000000
[16:21:12] MOVE_XY 26785 30500 SPEED=1000000
[16:21:12] MOVE_XY 26748 30500 SPEED=1000000
[16:21:12] MOVE_XY 26710 30500 SPEED=1000000
[16:21:12] MOVE_XY 26672 30500 SPEED=1000000
[16:21:12] MOVE_XY 26635 30500 SPEED=1000000
[16:21:12] MOVE_XY 26597 30500 SPEED=1000000
[16:21:12] MOVE_XY 26560 30500 SPEED=1000000
[16:21:12] MOVE_XY 26522 30500 SPEED=1000000
[16:21:12] MOVE_XY 26485 30500 SPEED=1000000
[16:21:12] MOVE_XY 26447 30500 SPEED=1000000
[16:21:12] MOVE_XY 26410 30500 SPEED=1000000
[16:21:12] MOVE_XY 26372 30500 SPEED=1000000
[16:21:12] MOVE_XY 26335 30500 SPEED=1000000
[16:21:12] MOVE_XY 26297 30500 SPEED=1000000
[16:21:12] MOVE_XY 26260 30500 SPEED=1000000
[16:21:12] MOVE_XY 26222 30500 SPEED=1000000
[16:21:12] MOVE_XY 26185 30500 SPEED=1000000
[16:21:12] MOVE_XY 26147 30500 SPEED=1000000
[16:21:12] MOVE_XY 26109 30500 SPEED=1000000
[16:21:12] MOVE_XY 26072 30500 SPEED=1000000
[16:21:12] MOVE_XY 26034 30500 SPEED=1000000
[16:21:12] MOVE_XY 25997 30500 SPEED=1000000
[16:21:12] MOVE_XY 25959 30500 SPEED=1000000
[16:21:12] MOVE_XY 25922 30500 SPEED=1000000
[16:21:12] MOVE_XY 25884 30500 SPEED=1000000
[16:21:12] MOVE_XY 25847 30500 SPEED=1000000
[16:21:12] MOVE_XY 25809 30500 SPEED=1000000
[16:21:13] MOVE_XY 25772 30500 SPEED=1000000
[16:21:13] MOVE_XY 25734 30500 SPEED=1000000
[16:21:13] MOVE_XY 25697 30500 SPEED=1000000
[16:21:13] MOVE_XY 25659 30500 SPEED=1000000
[16:21:13] MOVE_XY 25621 30500 SPEED=1000000
[16:21:13] MOVE_XY 25584 30500 SPEED=1000000
[16:21:13] MOVE_XY 25546 30500 SPEED=1000000
[16:21:13] MOVE_XY 25509 30500 SPEED=1000000
[16:21:13] MOVE_XY 25471 30500 SPEED=1000000
[16:21:13] MOVE_XY 25434 30500 SPEED=1000000
[16:21:13] MOVE_XY 25396 30500 SPEED=1000000
[16:21:13] MOVE_XY 25359 30500 SPEED=1000000
[16:21:13] MOVE_XY 25321 30500 SPEED=1000000
[16:21:13] MOVE_XY 25284 30500 SPEED=1000000
[16:21:13] MOVE_XY 25246 30500 SPEED=1000000
[16:21:13] MOVE_XY 25209 30500 SPEED=1000000
[16:21:13] MOVE_XY 25171 30500 SPEED=1000000
[16:21:13] MOVE_XY 25133 30500 SPEED=1000000
[16:21:13] MOVE_XY 25096 30500 SPEED=1000000
[16:21:13] MOVE_XY 25058 30500 SPEED=1000000
[16:21:13] MOVE_XY 25021 30500 SPEED=1000000
[16:21:13] MOVE_XY 24983 30500 SPEED=1000000
[16:21:13] MOVE_XY 24946 30500 SPEED=1000000
[16:21:13] MOVE_XY 24908 30500 SPEED=1000000
[16:21:13] MOVE_XY 24871 30500 SPEED=1000000
[16:21:13] MOVE_XY 24833 30500 SPEED=1000000
[16:21:13] MOVE_XY 24796 30500 SPEED=1000000
[16:21:13] MOVE_XY 24758 30500 SPEED=1000000
[16:21:13] MOVE_XY 24721 30500 SPEED=1000000
[16:21:13] MOVE_XY 24683 30500 SPEED=1000000
[16:21:13] MOVE_XY 24646 30500 SPEED=1000000
[16:21:13] MOVE_XY 24608 30500 SPEED=1000000
[16:21:13] MOVE_XY 24570 30500 SPEED=1000000
[16:21:13] MOVE_XY 24533 30500 SPEED=1000000
[16:21:13] MOVE_XY 24495 30500 SPEED=1000000
[16:21:13] MOVE_XY 24458 30500 SPEED=1000000
[16:21:13] MOVE_XY 24420 30500 SPEED=1000000
[16:21:13] MOVE_XY 24383 30500 SPEED=1000000
[16:21:13] MOVE_XY 24345 30500 SPEED=1000000
[16:21:13] MOVE_XY 24308 30500 SPEED=1000000
[16:21:13] MOVE_XY 24270 30500 SPEED=1000000
[16:21:13] MOVE_XY 24233 30500 SPEED=1000000
[16:21:13] MOVE_XY 24195 30500 SPEED=1000000
[16:21:13] MOVE_XY 24158 30500 SPEED=1000000
[16:21:13] MOVE_XY 24120 30500 SPEED=1000000
[16:21:13] MOVE_XY 24082 30500 SPEED=1000000
[16:21:13] MOVE_XY 24045 30500 SPEED=1000000
[16:21:13] MOVE_XY 24007 30500 SPEED=1000000
[16:21:13] MOVE_XY 23970 30500 SPEED=1000000
[16:21:13] MOVE_XY 23932 30500 SPEED=1000000
[16:21:13] MOVE_XY 23895 30500 SPEED=1000000
[16:21:13] MOVE_XY 23857 30500 SPEED=1000000
[16:21:13] MOVE_XY 23820 30500 SPEED=1000000
[16:21:13] MOVE_XY 23782 30500 SPEED=1000000
[16:21:13] MOVE_XY 23745 30500 SPEED=1000000
[16:21:13] MOVE_XY 23707 30500 SPEED=1000000
[16:21:13] MOVE_XY 23670 30500 SPEED=1000000
[16:21:13] MOVE_XY 23632 30500 SPEED=1000000
[16:21:13] MOVE_XY 23594 30500 SPEED=1000000
[16:21:13] MOVE_XY 23557 30500 SPEED=1000000
[16:21:13] MOVE_XY 23519 30500 SPEED=1000000
[16:21:13] MOVE_XY 23482 30500 SPEED=1000000
[16:21:13] MOVE_XY 23444 30500 SPEED=1000000
[16:21:13] MOVE_XY 23407 30500 SPEED=1000000
[16:21:13] MOVE_XY 23369 30500 SPEED=1000000
[16:21:13] MOVE_XY 23332 30500 SPEED=1000000
[16:21:13] MOVE_XY 23294 30500 SPEED=1000000
[16:21:13] MOVE_XY 23257 30500 SPEED=1000000
[16:21:13] MOVE_XY 23219 30500 SPEED=1000000
[16:21:13] MOVE_XY 23182 30500 SPEED=1000000
[16:21:13] MOVE_XY 23144 30500 SPEED=1000000
[16:21:13] MOVE_XY 23107 30500 SPEED=1000000
[16:21:13] MOVE_XY 23069 30500 SPEED=1000000
[16:21:13] MOVE_XY 23031 30500 SPEED=1000000
[16:21:13] MOVE_XY 22994 30500 SPEED=1000000
[16:21:13] MOVE_XY 22956 30500 SPEED=1000000
[16:21:13] MOVE_XY 22919 30500 SPEED=1000000
[16:21:13] MOVE_XY 22881 30500 SPEED=1000000
[16:21:13] MOVE_XY 22844 30500 SPEED=1000000
[16:21:13] MOVE_XY 22806 30500 SPEED=1000000
[16:21:13] MOVE_XY 22769 30500 SPEED=1000000
[16:21:13] MOVE_XY 22731 30500 SPEED=1000000
[16:21:13] MOVE_XY 22694 30500 SPEED=1000000
[16:21:13] MOVE_XY 22656 30500 SPEED=1000000
[16:21:13] MOVE_XY 22619 30500 SPEED=1000000
[16:21:13] MOVE_XY 22581 30500 SPEED=1000000
[16:21:13] MOVE_XY 22543 30500 SPEED=1000000
[16:21:13] MOVE_XY 22506 30500 SPEED=1000000
[16:21:13] MOVE_XY 22468 30500 SPEED=1000000
[16:21:13] MOVE_XY 22431 30500 SPEED=1000000
[16:21:13] MOVE_XY 22393 30500 SPEED=1000000
[16:21:13] MOVE_XY 22356 30500 SPEED=1000000
[16:21:13] MOVE_XY 22318 30500 SPEED=1000000
[16:21:13] MOVE_XY 22281 30500 SPEED=1000000
[16:21:13] MOVE_XY 22243 30500 SPEED=1000000
[16:21:13] MOVE_XY 22206 30500 SPEED=1000000
[16:21:13] MOVE_XY 22168 30500 SPEED=1000000
[16:21:13] MOVE_XY 22131 30500 SPEED=1000000
[16:21:13] MOVE_XY 22093 30500 SPEED=1000000
[16:21:13] MOVE_XY 22056 30500 SPEED=1000000
[16:21:13] MOVE_XY 22018 30500 SPEED=1000000
[16:21:13] MOVE_XY 21980 30500 SPEED=1000000
[16:21:13] MOVE_XY 21943 30500 SPEED=1000000
[16:21:13] MOVE_XY 21905 30500 SPEED=1000000
[16:21:13] MOVE_XY 21868 30500 SPEED=1000000
[16:21:13] MOVE_XY 21830 30500 SPEED=1000000
[16:21:13] MOVE_XY 21793 30500 SPEED=1000000
[16:21:13] MOVE_XY 21755 30500 SPEED=1000000
[16:21:13] MOVE_XY 21718 30500 SPEED=1000000
[16:21:13] MOVE_XY 21680 30500 SPEED=1000000
[16:21:13] MOVE_XY 21643 30500 SPEED=1000000
[16:21:13] MOVE_XY 21605 30500 SPEED=1000000
[16:21:13] MOVE_XY 21568 30500 SPEED=1000000
[16:21:13] MOVE_XY 21530 30500 SPEED=1000000
[16:21:13] MOVE_XY 21492 30500 SPEED=1000000
[16:21:13] MOVE_XY 21455 30500 SPEED=1000000
[16:21:13] MOVE_XY 21417 30500 SPEED=1000000
[16:21:13] MOVE_XY 21380 30500 SPEED=1000000
[16:21:13] MOVE_XY 21342 30500 SPEED=1000000
[16:21:13] MOVE_XY 21305 30500 SPEED=1000000
[16:21:13] MOVE_XY 21267 30500 SPEED=1000000
[16:21:13] MOVE_XY 21230 30500 SPEED=1000000
[16:21:13] MOVE_XY 21192 30500 SPEED=1000000
[16:21:13] MOVE_XY 21155 30500 SPEED=1000000
[16:21:13] MOVE_XY 21117 30500 SPEED=1000000
[16:21:13] MOVE_XY 21080 30500 SPEED=1000000
[16:21:13] MOVE_XY 21042 30500 SPEED=1000000
[16:21:13] MOVE_XY 21004 30500 SPEED=1000000
[16:21:13] MOVE_XY 20967 30500 SPEED=1000000
[16:21:13] MOVE_XY 20929 30500 SPEED=1000000
[16:21:13] MOVE_XY 20892 30500 SPEED=1000000
[16:21:13] MOVE_XY 20854 30500 SPEED=1000000
[16:21:13] MOVE_XY 20817 30500 SPEED=1000000
[16:21:13] MOVE_XY 20779 30500 SPEED=1000000
[16:21:13] MOVE_XY 20742 30500 SPEED=1000000
[16:21:13] MOVE_XY 20704 30500 SPEED=1000000
[16:21:13] MOVE_XY 20667 30500 SPEED=1000000
[16:21:13] MOVE_XY 20629 30500 SPEED=1000000
[16:21:13] MOVE_XY 20592 30500 SPEED=1000000
[16:21:13] MOVE_XY 20554 30500 SPEED=1000000
[16:21:13] MOVE_XY 20517 30500 SPEED=1000000
[16:21:13] MOVE_XY 20479 30500 SPEED=1000000
[16:21:13] MOVE_XY 20441 30500 SPEED=1000000
[16:21:13] MOVE_XY 20404 30500 SPEED=1000000
[16:21:13] MOVE_XY 20366 30500 SPEED=1000000
[16:21:13] MOVE_XY 20329 30500 SPEED=1000000
[16:21:13] MOVE_XY 20291 30500 SPEED=1000000
[16:21:13] MOVE_XY 20254 30500 SPEED=1000000
[16:21:13] MOVE_XY 20216 30500 SPEED=1000000
[16:21:13] MOVE_XY 20179 30500 SPEED=1000000
[16:21:13] MOVE_XY 20141 30500 SPEED=1000000
[16:21:13] MOVE_XY 20104 30500 SPEED=1000000
[16:21:13] MOVE_XY 20066 30500 SPEED=1000000
[16:21:13] MOVE_XY 20029 30500 SPEED=1000000
[16:21:13] MOVE_XY 19991 30500 SPEED=1000000
[16:21:13] MOVE_XY 19953 30500 SPEED=1000000
[16:21:13] MOVE_XY 19916 30500 SPEED=1000000
[16:21:13] MOVE_XY 19878 30500 SPEED=1000000
[16:21:13] MOVE_XY 19841 30500 SPEED=1000000
[16:21:13] MOVE_XY 19803 30500 SPEED=1000000
[16:21:13] MOVE_XY 19766 30500 SPEED=1000000
[16:21:13] MOVE_XY 19728 30500 SPEED=1000000
[16:21:13] MOVE_XY 19691 30500 SPEED=1000000
[16:21:13] MOVE_XY 19653 30500 SPEED=1000000
[16:21:13] MOVE_XY 19616 30500 SPEED=1000000
[16:21:13] MOVE_XY 19578 30500 SPEED=1000000
[16:21:13] MOVE_XY 19541 30500 SPEED=1000000
[16:21:13] MOVE_XY 19503 30500 SPEED=1000000
[16:21:13] MOVE_XY 19465 30500 SPEED=1000000
[16:21:13] MOVE_XY 19428 30500 SPEED=1000000
[16:21:13] MOVE_XY 19390 30500 SPEED=1000000
[16:21:13] MOVE_XY 19353 30500 SPEED=1000000
[16:21:13] MOVE_XY 19315 30500 SPEED=1000000
[16:21:13] MOVE_XY 19278 30500 SPEED=1000000
[16:21:13] MOVE_XY 19240 30500 SPEED=1000000
[16:21:13] MOVE_XY 19203 30500 SPEED=1000000
[16:21:13] MOVE_XY 19165 30500 SPEED=1000000
[16:21:13] MOVE_XY 19128 30500 SPEED=1000000
[16:21:13] MOVE_XY 19090 30500 SPEED=1000000
[16:21:13] MOVE_XY 19053 30500 SPEED=1000000
[16:21:13] MOVE_XY 19015 30500 SPEED=1000000
[16:21:13] MOVE_XY 18978 30500 SPEED=1000000
[16:21:13] MOVE_XY 18940 30500 SPEED=1000000
[16:21:13] MOVE_XY 18902 30500 SPEED=1000000
[16:21:13] MOVE_XY 18865 30500 SPEED=1000000
[16:21:13] MOVE_XY 18827 30500 SPEED=1000000
[16:21:13] MOVE_XY 18790 30500 SPEED=1000000
[16:21:13] MOVE_XY 18752 30500 SPEED=1000000
[16:21:13] MOVE_XY 18715 30500 SPEED=1000000
[16:21:13] MOVE_XY 18677 30500 SPEED=1000000
[16:21:13] MOVE_XY 18640 30500 SPEED=1000000
[16:21:13] MOVE_XY 18602 30500 SPEED=1000000
[16:21:13] MOVE_XY 18565 30500 SPEED=1000000
[16:21:13] MOVE_XY 18527 30500 SPEED=1000000
[16:21:13] MOVE_XY 18490 30500 SPEED=1000000
[16:21:13] MOVE_XY 18452 30500 SPEED=1000000
[16:21:13] MOVE_XY 18414 30500 SPEED=1000000
[16:21:13] MOVE_XY 18377 30500 SPEED=1000000
[16:21:13] MOVE_XY 18339 30500 SPEED=1000000
[16:21:13] MOVE_XY 18302 30500 SPEED=1000000
[16:21:13] MOVE_XY 18264 30500 SPEED=1000000
[16:21:13] MOVE_XY 18227 30500 SPEED=1000000
[16:21:13] MOVE_XY 18189 30500 SPEED=1000000
[16:21:13] MOVE_XY 18152 30500 SPEED=1000000
[16:21:13] MOVE_XY 18114 30500 SPEED=1000000
[16:21:13] MOVE_XY 18077 30500 SPEED=1000000
[16:21:13] MOVE_XY 18039 30500 SPEED=1000000
[16:21:13] MOVE_XY 18002 30500 SPEED=1000000
[16:21:13] MOVE_XY 17964 30500 SPEED=1000000
[16:21:13] MOVE_XY 17927 30500 SPEED=1000000
[16:21:13] MOVE_XY 17889 30500 SPEED=1000000
[16:21:13] MOVE_XY 17851 30500 SPEED=1000000
[16:21:13] MOVE_XY 17814 30500 SPEED=1000000
[16:21:13] MOVE_XY 17776 30500 SPEED=1000000
[16:21:13] MOVE_XY 17739 30500 SPEED=1000000
[16:21:13] MOVE_XY 17701 30500 SPEED=1000000
[16:21:13] MOVE_XY 17664 30500 SPEED=1000000
[16:21:13] MOVE_XY 17626 30500 SPEED=1000000
[16:21:13] MOVE_XY 17589 30500 SPEED=1000000
[16:21:13] MOVE_XY 17551 30500 SPEED=1000000
[16:21:13] MOVE_XY 17514 30500 SPEED=1000000
[16:21:13] MOVE_XY 17476 30500 SPEED=1000000
[16:21:13] MOVE_XY 17439 30500 SPEED=1000000
[16:21:13] MOVE_XY 17401 30500 SPEED=1000000
[16:21:13] MOVE_XY 17363 30500 SPEED=1000000
[16:21:13] MOVE_XY 17326 30500 SPEED=1000000
[16:21:13] MOVE_XY 17288 30500 SPEED=1000000
[16:21:13] MOVE_XY 17251 30500 SPEED=1000000
[16:21:13] MOVE_XY 17213 30500 SPEED=1000000
[16:21:13] MOVE_XY 17176 30500 SPEED=1000000
[16:21:13] MOVE_XY 17138 30500 SPEED=1000000
[16:21:13] MOVE_XY 17101 30500 SPEED=1000000
[16:21:13] MOVE_XY 17063 30500 SPEED=1000000
[16:21:13] MOVE_XY 17026 30500 SPEED=1000000
[16:21:13] MOVE_XY 16988 30500 SPEED=1000000
[16:21:13] MOVE_XY 16951 30500 SPEED=1000000
[16:21:13] MOVE_XY 16913 30500 SPEED=1000000
[16:21:13] MOVE_XY 16875 30500 SPEED=1000000
[16:21:13] MOVE_XY 16838 30500 SPEED=1000000
[16:21:13] MOVE_XY 16800 30500 SPEED=1000000
[16:21:13] MOVE_XY 16763 30500 SPEED=1000000
[16:21:13] MOVE_XY 16725 30500 SPEED=1000000
[16:21:13] MOVE_XY 16688 30500 SPEED=1000000
[16:21:13] MOVE_XY 16650 30500 SPEED=1000000
[16:21:13] MOVE_XY 16613 30500 SPEED=1000000
[16:21:13] MOVE_XY 16575 30500 SPEED=1000000
[16:21:13] MOVE_XY 16538 30500 SPEED=1000000
[16:21:13] MOVE_XY 16500 30500 SPEED=1000000
[16:21:13] MOVE_XY 16463 30500 SPEED=1000000
[16:21:13] MOVE_XY 16425 30500 SPEED=1000000
[16:21:13] MOVE_XY 16388 30500 SPEED=1000000
[16:21:13] MOVE_XY 16350 30500 SPEED=1000000
[16:21:13] MOVE_XY 16312 30500 SPEED=1000000
[16:21:13] MOVE_XY 16275 30500 SPEED=1000000
[16:21:13] MOVE_XY 16237 30500 SPEED=1000000
[16:21:13] MOVE_XY 16200 30500 SPEED=1000000
[16:21:13] MOVE_XY 16162 30500 SPEED=1000000
[16:21:13] MOVE_XY 16125 30500 SPEED=1000000
[16:21:13] MOVE_XY 16087 30500 SPEED=1000000
[16:21:13] MOVE_XY 16050 30500 SPEED=1000000
[16:21:13] MOVE_XY 16012 30500 SPEED=1000000
[16:21:13] MOVE_XY 15975 30500 SPEED=1000000
[16:21:13] MOVE_XY 15937 30500 SPEED=1000000
[16:21:13] MOVE_XY 15900 30500 SPEED=1000000
[16:21:13] MOVE_XY 15862 30500 SPEED=1000000
[16:21:13] MOVE_XY 15824 30500 SPEED=1000000
[16:21:13] MOVE_XY 15787 30500 SPEED=1000000
[16:21:13] MOVE_XY 15749 30500 SPEED=1000000
[16:21:13] MOVE_XY 15712 30500 SPEED=1000000
[16:21:13] MOVE_XY 15674 30500 SPEED=1000000
[16:21:13] MOVE_XY 15637 30500 SPEED=1000000
[16:21:13] MOVE_XY 15599 30500 SPEED=1000000
[16:21:13] MOVE_XY 15562 30500 SPEED=1000000
[16:21:13] MOVE_XY 15524 30500 SPEED=1000000
[16:21:13] MOVE_XY 15487 30500 SPEED=1000000
[16:21:13] MOVE_XY 15449 30500 SPEED=1000000
[16:21:13] MOVE_XY 15412 30500 SPEED=1000000
[16:21:13] MOVE_XY 15374 30500 SPEED=1000000
[16:21:13] MOVE_XY 15337 30500 SPEED=1000000
[16:21:13] MOVE_XY 15299 30500 SPEED=1000000
[16:21:13] MOVE_XY 15261 30500 SPEED=1000000
[16:21:13] MOVE_XY 15224 30500 SPEED=1000000
[16:21:13] MOVE_XY 15186 30500 SPEED=1000000
[16:21:13] MOVE_XY 15149 30500 SPEED=1000000
[16:21:13] MOVE_XY 15111 30500 SPEED=1000000
[16:21:13] MOVE_XY 15074 30500 SPEED=1000000
[16:21:13] MOVE_XY 15036 30500 SPEED=1000000
[16:21:13] MOVE_XY 14999 30500 SPEED=1000000
[16:21:13] MOVE_XY 14961 30500 SPEED=1000000
[16:21:13] MOVE_XY 14924 30500 SPEED=1000000
[16:21:13] MOVE_XY 14886 30500 SPEED=1000000
[16:21:13] MOVE_XY 14849 30500 SPEED=1000000
[16:21:13] MOVE_XY 14811 30500 SPEED=1000000
[16:21:13] MOVE_XY 14773 30500 SPEED=1000000
[16:21:13] MOVE_XY 14736 30500 SPEED=1000000
[16:21:13] MOVE_XY 14698 30500 SPEED=1000000
[16:21:13] MOVE_XY 14661 30500 SPEED=1000000
[16:21:13] MOVE_XY 14623 30500 SPEED=1000000
[16:21:13] MOVE_XY 14586 30500 SPEED=1000000
[16:21:13] MOVE_XY 14548 30500 SPEED=1000000
[16:21:13] MOVE_XY 14511 30500 SPEED=1000000
[16:21:13] MOVE_XY 14473 30500 SPEED=1000000
[16:21:13] MOVE_XY 14436 30500 SPEED=1000000
[16:21:13] MOVE_XY 14398 30500 SPEED=1000000
[16:21:13] MOVE_XY 14361 30500 SPEED=1000000
[16:21:13] MOVE_XY 14323 30500 SPEED=1000000
[16:21:13] MOVE_XY 14285 30500 SPEED=1000000
[16:21:13] MOVE_XY 14248 30500 SPEED=1000000
[16:21:13] MOVE_XY 14210 30500 SPEED=1000000
[16:21:13] MOVE_XY 14173 30500 SPEED=1000000
[16:21:13] MOVE_XY 14135 30500 SPEED=1000000
[16:21:13] MOVE_XY 14098 30500 SPEED=1000000
[16:21:13] MOVE_XY 14060 30500 SPEED=1000000
[16:21:13] MOVE_XY 14023 30500 SPEED=1000000
[16:21:13] MOVE_XY 13985 30500 SPEED=1000000
[16:21:13] MOVE_XY 13948 30500 SPEED=1000000
[16:21:13] MOVE_XY 13910 30500 SPEED=1000000
[16:21:13] MOVE_XY 13873 30500 SPEED=1000000
[16:21:13] MOVE_XY 13835 30500 SPEED=1000000
[16:21:13] MOVE_XY 13798 30500 SPEED=1000000
[16:21:13] MOVE_XY 13760 30500 SPEED=1000000
[16:21:13] MOVE_XY 13722 30500 SPEED=1000000
[16:21:13] MOVE_XY 13685 30500 SPEED=1000000
[16:21:13] MOVE_XY 13647 30500 SPEED=1000000
[16:21:13] MOVE_XY 13610 30500 SPEED=1000000
[16:21:13] MOVE_XY 13572 30500 SPEED=1000000
[16:21:13] MOVE_XY 13535 30500 SPEED=1000000
[16:21:13] MOVE_XY 13497 30500 SPEED=1000000
[16:21:13] MOVE_XY 13460 30500 SPEED=1000000
[16:21:13] MOVE_XY 13422 30500 SPEED=1000000
[16:21:13] MOVE_XY 13385 30500 SPEED=1000000
[16:21:13] MOVE_XY 13347 30500 SPEED=1000000
[16:21:13] MOVE_XY 13310 30500 SPEED=1000000
[16:21:13] MOVE_XY 13272 30500 SPEED=1000000
[16:21:13] MOVE_XY 13234 30500 SPEED=1000000
[16:21:13] MOVE_XY 13197 30500 SPEED=1000000
[16:21:13] MOVE_XY 13159 30500 SPEED=1000000
[16:21:13] MOVE_XY 13122 30500 SPEED=1000000
[16:21:13] MOVE_XY 13084 30500 SPEED=1000000
[16:21:13] MOVE_XY 13047 30500 SPEED=1000000
[16:21:13] MOVE_XY 13009 30500 SPEED=1000000
[16:21:13] MOVE_XY 12972 30500 SPEED=1000000
[16:21:13] MOVE_XY 12934 30500 SPEED=1000000
[16:21:13] MOVE_XY 12897 30500 SPEED=1000000
[16:21:13] MOVE_XY 12859 30500 SPEED=1000000
[16:21:13] MOVE_XY 12822 30500 SPEED=1000000
[16:21:13] MOVE_XY 12784 30500 SPEED=1000000
[16:21:13] MOVE_XY 12746 30500 SPEED=1000000
[16:21:13] MOVE_XY 12709 30500 SPEED=1000000
[16:21:13] MOVE_XY 12671 30500 SPEED=1000000
